Date	RBA Excess Sentiment
2019-07-28	-0.865050784614
2019-07-29	-0.853446343758
2019-07-30	-0.837163122393
2019-07-31	-0.694913065075
2019-08-01	-0.363912715805
2019-08-02	-0.264412973143
2019-08-03	-0.44172274886
2019-08-04	-0.451112767344
2019-08-05	-0.311577772034
2019-08-06	-0.161229829409
2019-08-07	-0.319087604016
2019-08-08	-0.470145191329
2019-08-09	-0.413328407372
2019-08-10	-0.392958953687
2019-08-11	-0.473497255003
2019-08-12	-0.604982213066
2019-08-13	-0.578662754251
2019-08-14	-0.529265237992
2019-08-15	-0.47221526457
2019-08-16	-0.402464427181
2019-08-17	-0.447166309319
2019-08-18	-0.368842594521
2019-08-19	-0.399913027769
2019-08-20	-0.538053938129
2019-08-21	-0.668126868108
2019-08-22	-0.769533932654
2019-08-23	-1.00822872299
2019-08-24	-0.821195421323
2019-08-25	-1.02459419996
2019-08-26	-1.1135830602
2019-08-27	-1.1979218451
2019-08-28	-1.08045360981
2019-08-29	-1.11157414345
2019-08-30	-0.954859743627
2019-08-31	-1.0643271055
2019-09-01	-0.818884925576
2019-09-02	-0.750056285555
2019-09-03	-0.710463401947
2019-09-04	-0.561494859083
2019-09-05	-0.59323810135
2019-09-06	-0.72749815685
2019-09-07	-0.614283094117
2019-09-08	-0.617416930211
2019-09-09	-0.611617936265
2019-09-10	-0.603120942454
2019-09-11	-0.720648095854
2019-09-12	-0.892923419986
2019-09-13	-0.788061662884
2019-09-14	-1.19619316337
2019-09-15	-1.36078055202
2019-09-16	-1.28164276137
2019-09-17	-1.27723493648
2019-09-18	-1.30753486119
2019-09-19	-1.12637138731
2019-09-20	-1.23962058549
2019-09-21	-1.09074146833
2019-09-22	-0.917085849348
2019-09-23	-0.878021475014
2019-09-24	-0.839166491502
2019-09-25	-0.930620497324
2019-09-26	-0.799851662971
2019-09-27	-0.652707447493
2019-09-28	-0.521050387114
2019-09-29	-0.607207186678
2019-09-30	-0.698905277278
2019-10-01	-0.777948116112
2019-10-02	-0.679609888097
2019-10-03	-0.685469270862
2019-10-04	-0.557965604428
2019-10-05	-0.292028999035
2019-10-06	-0.0134124779282
