Date	SARB Hawkish-Dovish
2018-12-06	0.000733035838392
2018-12-07	0.000733035838392
2018-12-08	0.000733035838392
2018-12-09	0.000370454257537
2018-12-10	0.000177664591063
2018-12-11	0.000390660496808
2018-12-12	0.000809596399615
2018-12-13	0.00108776409302
2018-12-14	0.00108776409302
2018-12-15	0.00108776409302
2018-12-16	0.00108776409302
2018-12-17	0.0012805537595
2018-12-18	0.00161788291456
2018-12-19	0.00119894701175
2018-12-20	0.000905726275184
2018-12-21	0.000905726275184
2018-12-22	0.000905726275184
2018-12-23	0.00127969785334
2018-12-24	0.00127969785334
2018-12-25	0.000549904020102
2018-12-26	0.000549904020102
2018-12-27	0.00037397157816
2018-12-28	0.00037397157816
2018-12-29	0.00037397157816
2018-12-30	3.09772049282e-18
2018-12-31	3.09772049282e-18
2019-01-01	3.09772049282e-18
2019-01-02	3.09772049282e-18
2019-01-03	3.09772049282e-18
2019-01-04	3.09772049282e-18
2019-01-05	3.09772049282e-18
2019-01-06	3.09772049282e-18
2019-01-07	3.09772049282e-18
2019-01-08	3.09772049282e-18
2019-01-09	3.09772049282e-18
2019-01-10	7.8062556419e-18
2019-01-11	0.000217108119844
2019-01-12	0.000217108119844
2019-01-13	-0.000131323935905
2019-01-14	-0.000131323935905
2019-01-15	-0.000544803365304
2019-01-16	-0.000544803365304
2019-01-17	-0.000122149096496
2019-01-18	0.000373840002581
2019-01-19	0.00301934264808
2019-01-20	0.00336777470383
2019-01-21	0.00294323638925
2019-01-22	0.00356710925437
2019-01-23	0.00374794108077
2019-01-24	0.00332528681197
2019-01-25	0.00261218959305
2019-01-26	-3.33130524566e-05
2019-01-27	-0.000441476317763
2019-01-28	-0.000225793475193
2019-01-29	-0.0006302862898
2019-01-30	-0.000811118116201
2019-01-31	-0.000811118116201
2019-02-01	-0.000606158083408
2019-02-02	-7.11126045422e-05
2019-02-03	0.000337050660764
2019-02-04	0.000332048134488
2019-02-05	0.00052614751337
2019-02-06	0.00052614751337
2019-02-07	0.00052614751337
2019-02-08	0.000321187480577
2019-02-09	-0.000213857998289
2019-02-10	-0.000213857998289
2019-02-11	3.46944695195e-18
2019-02-12	3.46944695195e-18
2019-02-13	0.000217108119844
2019-02-14	0.000403120024606
2019-02-15	0.000403120024606
2019-02-16	0.000403120024606
2019-02-17	0.000403120024606
2019-02-18	0.000403120024606
2019-02-19	0.000811867214469
2019-02-20	0.000594759094625
2019-02-21	0.000408747189863
2019-02-22	0.000636589522969
2019-02-23	0.000636589522969
2019-02-24	0.000636589522969
2019-02-25	0.000636589522969
2019-02-26	0.000227842333105
2019-02-27	0.000227842333105
2019-02-28	0.000227842333105
2019-03-01	3.50042415688e-18
2019-03-02	3.50042415688e-18
2019-03-03	3.50042415688e-18
2019-03-04	-0.000210084033613
2019-03-05	-0.000210084033613
2019-03-06	-0.000210084033613
2019-03-07	-0.000210084033613
2019-03-08	-0.000468883205456
2019-03-09	-0.000468883205456
2019-03-10	-0.000468883205456
2019-03-11	-0.000258799171843
2019-03-12	-0.000258799171843
2019-03-13	-0.000258799171843
2019-03-14	-0.000637228689345
2019-03-15	-0.000378429517502
2019-03-16	-0.000378429517502
2019-03-17	-0.000378429517502
2019-03-18	-0.000378429517502
2019-03-19	-0.000378429517502
2019-03-20	-0.000766101546965
2019-03-21	1.9908977262e-05
2019-03-22	1.9908977262e-05
2019-03-23	-0.00155572127484
2019-03-24	-0.00155572127484
2019-03-25	-0.0019644684647
2019-03-26	-0.00216043162363
2019-03-27	-0.00177275959416
2019-03-28	-0.00218034060089
2019-03-29	-0.00218034060089
2019-03-30	-0.000604710348789
2019-03-31	-0.000604710348789
2019-04-01	-0.000195963158926
2019-04-02	8.45677694539e-18
2019-04-03	8.45677694539e-18
2019-04-04	8.45677694539e-18
2019-04-05	3.59335577167e-18
2019-04-06	3.59335577167e-18
2019-04-07	3.59335577167e-18
2019-04-08	3.59335577167e-18
2019-04-09	3.59335577167e-18
2019-04-10	3.59335577167e-18
2019-04-11	3.59335577167e-18
2019-04-12	8.42967189107e-18
2019-04-13	8.42967189107e-18
2019-04-14	8.42967189107e-18
2019-04-15	8.42967189107e-18
2019-04-16	8.42967189107e-18
2019-04-17	0.000188964474679
2019-04-18	0.000381494316804
2019-04-19	0.000381494316804
2019-04-20	0.000381494316804
2019-04-21	0.000381494316804
2019-04-22	0.000618012765243
2019-04-23	0.000819503798892
2019-04-24	0.000808443611707
2019-04-25	0.000615913769581
2019-04-26	0.000615913769581
2019-04-27	0.000615913769581
2019-04-28	0.000615913769581
2019-04-29	0.000379395321142
