Date	ECB Excess Sentiment
2017-03-18	-0.685943903004
2017-03-19	-0.687572842594
2017-03-20	-0.66021236165
2017-03-21	-0.66279800811
2017-03-22	-0.649739360371
2017-03-23	-0.729765173337
2017-03-24	-0.726403723226
2017-03-25	-0.516653713496
2017-03-26	-0.51685092999
2017-03-27	-0.52564375645
2017-03-28	-0.487114906394
2017-03-29	-0.380039608381
2017-03-30	-0.192127436512
2017-03-31	-0.228420432046
2017-04-01	-0.324478065705
2017-04-02	-0.190909185683
2017-04-03	-0.132308435659
2017-04-04	-0.223972164764
2017-04-05	-0.201591480897
2017-04-06	-0.353507476354
2017-04-07	-0.324295719718
2017-04-08	-0.309003314204
2017-04-09	-0.43502357985
2017-04-10	-0.58956567541
2017-04-11	-0.456642865632
2017-04-12	-0.524000972226
2017-04-13	-0.499267173011
2017-04-14	-0.587941336162
2017-04-15	-0.56525646996
2017-04-16	-0.477964485525
2017-04-17	-0.0529544698909
2017-04-18	0.0368204272163
2017-04-19	0.155706169494
2017-04-20	0.315198532919
2017-04-21	0.585116056128
2017-04-22	0.561932905565
2017-04-23	0.710395218522
2017-04-24	0.330589392803
2017-04-25	0.202917167577
2017-04-26	0.161608195761
2017-04-27	-0.0261366833641
2017-04-28	-0.150204366562
2017-04-29	-0.0820453635562
2017-04-30	-0.205731487829
2017-05-01	-0.19159686412
2017-05-02	-0.124417969238
2017-05-03	-0.222566326839
2017-05-04	0.116362164054
2017-05-05	0.0910614448908
2017-05-06	0.140383954406
2017-05-07	0.131806776037
2017-05-08	0.215419612375
2017-05-09	0.192604300854
2017-05-10	0.289757500496
2017-05-11	-0.0928053933805
2017-05-12	-0.101076615126
2017-05-13	-0.0421835112218
2017-05-14	-0.128974686622
2017-05-15	-0.232118640569
2017-05-16	-0.13198600834
2017-05-17	-0.185210469057
2017-05-18	-0.0896678948394
2017-05-19	-0.198444435299
2017-05-20	-0.294093932563
2017-05-21	-0.28104221051
2017-05-22	-0.188012354212
2017-05-23	-0.273170101988
2017-05-24	-0.321077396551
2017-05-25	-0.308928990718
2017-05-26	-0.274063593722
2017-05-27	-0.37320161486
2017-05-28	-0.402437344211
2017-05-29	-0.40004518269
2017-05-30	-0.519655461468
2017-05-31	-0.538146570318
2017-06-01	-0.50707296106
2017-06-02	-0.51977671345
2017-06-03	-0.553720698978
2017-06-04	-0.578634799939
2017-06-05	-0.80242825327
2017-06-06	-0.812132322881
2017-06-07	-0.87221101454
2017-06-08	-0.971059916498
2017-06-09	-0.977575154769
2017-06-10	-1.10024907542
2017-06-11	-0.982245581216
2017-06-12	-0.861697160017
2017-06-13	-0.923568301316
2017-06-14	-0.840377351595
2017-06-15	-0.902484622899
2017-06-16	-0.778499856576
2017-06-17	-0.661000027204
2017-06-18	-0.801059186665
2017-06-19	-0.696424810508
2017-06-20	-0.522858978312
2017-06-21	-0.451653623156
2017-06-22	-0.170859781879
2017-06-23	-0.226404999137
2017-06-24	-0.188793163745
2017-06-25	-0.163490078886
2017-06-26	-0.19255050346
2017-06-27	-0.239844316822
2017-06-28	-0.391502541348
2017-06-29	-0.495004079492
2017-06-30	-0.410851329347
2017-07-01	-0.324016147599
2017-07-02	-0.342693203229
2017-07-03	-0.290947521083
2017-07-04	-0.325075782883
2017-07-05	-0.27042397103
2017-07-06	-0.315833385451
2017-07-07	-0.449203867419
2017-07-08	-0.521661669263
2017-07-09	-0.376516884728
2017-07-10	-0.475265931764
2017-07-11	-0.495795739213
2017-07-12	-0.597208003415
2017-07-13	-0.653134111624
2017-07-14	-0.681973182237
2017-07-15	-0.677932644967
2017-07-16	-0.964993707982
2017-07-17	-0.917649367308
2017-07-18	-0.832832364413
2017-07-19	-0.671589933019
2017-07-20	-0.607324905598
2017-07-21	-0.556397979706
2017-07-22	-0.551535365023
2017-07-23	-0.285001763405
2017-07-24	-0.306396996964
2017-07-25	-0.374104675976
2017-07-26	-0.388819720264
2017-07-27	-0.450712823754
2017-07-28	-0.435309549106
2017-07-29	-0.267239080788
2017-07-30	-0.203970250693
2017-07-31	-0.234860340823
2017-08-01	-0.147498147188
2017-08-02	-0.12340609327
2017-08-03	0.0648445912804
2017-08-04	0.111912303752
2017-08-05	-0.0787173417028
2017-08-06	-0.0862641215828
2017-08-07	-0.0916948784049
2017-08-08	-0.116167382694
2017-08-09	-0.103183362927
2017-08-10	-0.080534078244
2017-08-11	-0.0749391557043
2017-08-12	-0.0994673473853
2017-08-13	-0.289283876431
2017-08-14	-0.230335851345
2017-08-15	-0.0896467521945
2017-08-16	-0.0356509630427
2017-08-17	-0.211977396113
2017-08-18	-0.24569631471
2017-08-19	-0.507888871867
2017-08-20	-0.307097324637
2017-08-21	-0.373171209014
2017-08-22	-0.501134724752
2017-08-23	-0.675906507819
2017-08-24	-0.696677492923
2017-08-25	-0.627608889132
2017-08-26	-0.424889482484
2017-08-27	-0.575973350735
2017-08-28	-0.562001902681
2017-08-29	-0.544992691987
2017-08-30	-0.458158222635
2017-08-31	-0.390732494088
2017-09-01	-0.488780331843
2017-09-02	-0.350763995023
2017-09-03	-0.327902374657
2017-09-04	-0.219196208015
2017-09-05	-0.315019950531
2017-09-06	-0.426981274845
2017-09-07	-0.544252325943
2017-09-08	-0.568917326377
2017-09-09	-0.503797457818
2017-09-10	-0.442937031498
2017-09-11	-0.591499015443
2017-09-12	-0.55601228902
2017-09-13	-0.571248462564
2017-09-14	-0.449628775779
2017-09-15	-0.425369431499
2017-09-16	-0.581149095669
2017-09-17	-0.548641483266
2017-09-18	-0.590844078266
2017-09-19	-0.625162246788
2017-09-20	-0.496906019374
2017-09-21	-0.540867502741
2017-09-22	-0.471992468636
2017-09-23	-0.353757308333
2017-09-24	-0.473967461474
2017-09-25	-0.428696579124
2017-09-26	-0.451910525526
2017-09-27	-0.30251261272
2017-09-28	-0.199799408648
2017-09-29	-0.215555152435
2017-09-30	-0.143244181279
2017-10-01	0.0571050162732
2017-10-02	0.116138920821
2017-10-03	0.224331023516
2017-10-04	0.102849250837
2017-10-05	0.0358537114625
2017-10-06	0.0946483340494
2017-10-07	-0.0809135714231
2017-10-08	-0.276524855575
2017-10-09	-0.303598678707
2017-10-10	-0.206926840678
2017-10-11	-0.390527758805
2017-10-12	-0.498417256722
2017-10-13	-0.624568376227
2017-10-14	-0.490963055567
2017-10-15	-0.616374204987
2017-10-16	-0.646059244708
2017-10-17	-0.673757865496
2017-10-18	-0.575311970478
2017-10-19	-0.420000323516
2017-10-20	-0.302962943272
2017-10-21	-0.489137160027
2017-10-22	-0.279323326236
2017-10-23	-0.201438720428
2017-10-24	-0.276219473121
2017-10-25	-0.272950376309
2017-10-26	-0.39625838408
2017-10-27	-0.507269482082
2017-10-28	-0.400972503096
2017-10-29	-0.30838786261
2017-10-30	-0.395897972243
2017-10-31	-0.448742024552
2017-11-01	-0.458415426433
2017-11-02	-0.547878868427
2017-11-03	-0.563781453518
2017-11-04	-0.621550679992
2017-11-05	-0.746970509831
2017-11-06	-0.738964005901
2017-11-07	-0.731751156763
2017-11-08	-0.731993424929
2017-11-09	-0.585990277705
2017-11-10	-0.516754368182
2017-11-11	-0.521522209821
2017-11-12	-0.433468230093
2017-11-13	-0.287976441485
2017-11-14	-0.133069296992
2017-11-15	-0.0645730447367
2017-11-16	-0.033188312898
2017-11-17	-0.0907970433663
2017-11-18	-0.226881232323
2017-11-19	-0.412729219877
2017-11-20	-0.45344546929
2017-11-21	-0.669111279689
2017-11-22	-0.610252602044
2017-11-23	-0.587163681367
2017-11-24	-0.556069176243
2017-11-25	-0.404196933971
2017-11-26	-0.202686802348
2017-11-27	-0.206548518954
2017-11-28	-0.112740319166
2017-11-29	-0.0548711488007
2017-11-30	-0.0687529656569
2017-12-01	0.0625284973157
2017-12-02	-0.163591446603
2017-12-03	-0.0401337907489
2017-12-04	-0.160838441042
2017-12-05	-0.229999327766
2017-12-06	-0.353198307497
2017-12-07	-0.442556374178
2017-12-08	-0.516015307206
2017-12-09	-0.292940861879
2017-12-10	-0.452211615603
2017-12-11	-0.275510622191
2017-12-12	-0.154711528828
2017-12-13	-0.200442471116
2017-12-14	-0.168931362832
2017-12-15	-0.197822331286
2017-12-16	-0.249966623708
2017-12-17	-0.227230399832
2017-12-18	-0.330418015865
2017-12-19	-0.368293492497
2017-12-20	-0.300800655049
2017-12-21	-0.238158990986
2017-12-22	-0.491889973909
2017-12-23	-0.636271950658
2017-12-24	-0.678384335594
2017-12-25	-0.809796723882
2017-12-26	-0.707983638641
2017-12-27	-0.786472781729
2017-12-28	-1.0054163825
2017-12-29	-0.783227130206
2017-12-30	-0.36438867492
2017-12-31	-0.3285144648
2018-01-01	-0.0471329608012
2018-01-02	-0.156428905288
2018-01-03	-0.0765025840503
2018-01-04	-0.00186669888416
2018-01-05	0.00357886222628
2018-01-06	-0.16230640805
2018-01-07	-0.352599844469
2018-01-08	-0.463355255693
2018-01-09	-0.512101208544
2018-01-10	-0.588718671298
2018-01-11	-0.451200936454
2018-01-12	-0.382237801637
2018-01-13	-0.499770176594
2018-01-14	-0.381289259209
2018-01-15	-0.419506466627
2018-01-16	-0.345763662914
2018-01-17	-0.312186795871
2018-01-18	-0.310067113071
2018-01-19	-0.483847029988
2018-01-20	-0.397331963061
2018-01-21	-0.415304666132
2018-01-22	-0.348048789569
2018-01-23	-0.339347195276
2018-01-24	-0.293073719508
2018-01-25	-0.302745146723
2018-01-26	-0.24537517543
2018-01-27	-0.544816740924
2018-01-28	-0.543013760795
2018-01-29	-0.624872487574
2018-01-30	-0.615391375041
2018-01-31	-0.638349744029
2018-02-01	-0.545533988311
2018-02-02	-0.341667014972
2018-02-03	-0.127015359769
2018-02-04	-0.0732161600621
2018-02-05	0.0535557173242
2018-02-06	0.173511832126
2018-02-07	0.166849543939
2018-02-08	0.13366065536
2018-02-09	-0.0151784144021
2018-02-10	-0.2004883808
2018-02-11	-0.248771007037
2018-02-12	-0.424628545287
2018-02-13	-0.502145947192
2018-02-14	-0.432512315505
2018-02-15	-0.472825025784
2018-02-16	-0.455346565756
2018-02-17	-0.628707427603
2018-02-18	-0.484884640459
2018-02-19	-0.356164088943
2018-02-20	-0.496079815159
2018-02-21	-0.518898997531
2018-02-22	-0.513885615469
2018-02-23	-0.564704459779
2018-02-24	-0.180658829402
2018-02-25	-0.349134975838
2018-02-26	-0.495222697403
2018-02-27	-0.510663129779
2018-02-28	-0.627938113207
2018-03-01	-0.784526683834
2018-03-02	-0.721524163898
2018-03-03	-0.817693143728
2018-03-04	-0.794256474936
2018-03-05	-0.750346671109
2018-03-06	-0.732962082957
2018-03-07	-0.746966346112
2018-03-08	-0.749643163542
2018-03-09	-0.815772908301
2018-03-10	-0.741496404163
2018-03-11	-0.621116198243
2018-03-12	-0.691399313191
2018-03-13	-0.57363222201
2018-03-14	-0.545213251523
2018-03-15	-0.460106556155
2018-03-16	-0.400125145496
2018-03-17	-0.554362897423
2018-03-18	-0.612165926476
2018-03-19	-0.401402830274
2018-03-20	-0.460343995795
2018-03-21	-0.347124449347
2018-03-22	-0.208019146209
2018-03-23	-0.20717266815
2018-03-24	-0.456360318803
2018-03-25	-0.562928440703
2018-03-26	-0.662603064955
2018-03-27	-0.728791686231
2018-03-28	-0.814343140751
2018-03-29	-0.904069072213
2018-03-30	-0.980390346002
2018-03-31	-0.630201867486
2018-04-01	-0.751863913254
2018-04-02	-0.794241005816
2018-04-03	-0.784699838028
2018-04-04	-0.724088306161
2018-04-05	-0.869480855067
2018-04-06	-0.775367381261
2018-04-07	-0.971788283439
2018-04-08	-0.947331195139
2018-04-09	-0.998879519926
2018-04-10	-0.825978326859
2018-04-11	-0.851990807044
2018-04-12	-0.730170479172
2018-04-13	-0.807870960293
2018-04-14	-0.58926044372
2018-04-15	-0.41750369061
2018-04-16	-0.156147771818
2018-04-17	-0.236942136624
2018-04-18	-0.253739143339
2018-04-19	-0.318394550866
2018-04-20	-0.319738725154
2018-04-21	-0.545687427045
2018-04-22	-0.625793558482
2018-04-23	-0.810839326888
2018-04-24	-0.889453748712
2018-04-25	-0.782019992823
2018-04-26	-0.618781719591
2018-04-27	-0.554601213246
2018-04-28	-0.111607504551
2018-04-29	0.0675408175709
2018-04-30	0.0374480976975
2018-05-01	0.173780418797
2018-05-02	0.0853345430383
2018-05-03	0.00174508499429
2018-05-04	-0.029742187202
2018-05-05	-0.348671993703
2018-05-06	-0.472441508752
2018-05-07	-0.400965157218
2018-05-08	-0.519516862463
2018-05-09	-0.491702053563
2018-05-10	-0.410762285988
2018-05-11	-0.263254229432
2018-05-12	-0.193958728665
2018-05-13	-0.183963597952
2018-05-14	-0.0833444109429
2018-05-15	0.0155654651597
2018-05-16	0.0847497709006
2018-05-17	-0.040174397104
2018-05-18	-0.102408312681
2018-05-19	-0.229558290647
2018-05-20	-0.260322772757
2018-05-21	-0.357044277861
2018-05-22	-0.398359131317
2018-05-23	-0.530484943182
2018-05-24	-0.516655564733
2018-05-25	-0.692442513678
2018-05-26	-0.648643591413
2018-05-27	-0.617221757272
2018-05-28	-0.852850459137
2018-05-29	-0.999608267273
2018-05-30	-1.01135355426
2018-05-31	-1.0580784136
2018-06-01	-1.04660439825
2018-06-02	-1.02961239006
2018-06-03	-1.05815279675
2018-06-04	-0.788089926654
2018-06-05	-0.618263548738
2018-06-06	-0.55409576363
2018-06-07	-0.503370580797
2018-06-08	-0.455269276414
2018-06-09	-0.568696290803
2018-06-10	-0.684927387515
2018-06-11	-0.751735034369
2018-06-12	-0.751408889932
2018-06-13	-0.757442610151
2018-06-14	-0.85031999926
2018-06-15	-0.780096690341
2018-06-16	-0.902687539494
2018-06-17	-0.899754530911
2018-06-18	-0.952120666669
2018-06-19	-1.02617198721
2018-06-20	-0.980709731392
2018-06-21	-0.827210072893
2018-06-22	-0.788436259748
2018-06-23	-0.533050217785
2018-06-24	-0.395605863075
2018-06-25	-0.306051140084
2018-06-26	-0.178416750035
2018-06-27	-0.160487047171
2018-06-28	-0.126575559076
2018-06-29	-0.204262490093
2018-06-30	-0.437991033389
2018-07-01	-0.644420337508
2018-07-02	-0.793513743396
2018-07-03	-0.965144191841
2018-07-04	-1.06588023763
2018-07-05	-1.09773789447
2018-07-06	-1.01885330566
2018-07-07	-0.906789218836
2018-07-08	-0.718516513282
2018-07-09	-0.51404674564
2018-07-10	-0.320163017239
2018-07-11	-0.137567258015
2018-07-12	-0.18339203752
2018-07-13	-0.260090155728
2018-07-14	-0.0610417095775
2018-07-15	0.135467354089
2018-07-16	0.181512427643
2018-07-17	-0.0182801784204
2018-07-18	-0.0477313804626
2018-07-19	-0.0454893701746
2018-07-20	-0.0748816230367
2018-07-21	-0.28927852241
2018-07-22	-0.459871352072
2018-07-23	-0.576768863917
2018-07-24	-0.555019164776
2018-07-25	-0.711176797916
2018-07-26	-0.734589988835
2018-07-27	-0.694022475991
2018-07-28	-0.635923004787
2018-07-29	-0.643085581626
2018-07-30	-0.519286290369
2018-07-31	-0.473221614905
2018-08-01	-0.320471674026
2018-08-02	-0.374381277977
2018-08-03	-0.443864043539
2018-08-04	-0.607563867788
2018-08-05	-0.640525224319
2018-08-06	-0.752048067597
2018-08-07	-0.846014977804
2018-08-08	-0.991163617353
2018-08-09	-0.89732149109
2018-08-10	-0.813367088121
2018-08-11	-0.652235022911
2018-08-12	-0.745146538769
2018-08-13	-0.759452092497
2018-08-14	-0.781715800052
2018-08-15	-0.826280120276
2018-08-16	-0.956430924918
2018-08-17	-0.979160209162
2018-08-18	-0.642918193061
2018-08-19	-0.481418861608
2018-08-20	-0.469043825559
2018-08-21	-0.225339395188
2018-08-22	-0.115023143361
2018-08-23	0.0577129716378
2018-08-24	0.15525151094
2018-08-25	-0.0896181168308
2018-08-26	-0.15847352204
2018-08-27	-0.186781129645
2018-08-28	-0.2436234593
2018-08-29	-0.221704419638
2018-08-30	-0.122013778011
2018-08-31	-0.349736874936
2018-09-01	-0.388252672086
2018-09-02	-0.538673539434
2018-09-03	-0.559668655483
2018-09-04	-0.243283751031
2018-09-05	-0.311835457743
2018-09-06	-0.46058701186
2018-09-07	-0.227243719128
2018-09-08	-0.209478157106
2018-09-09	-0.10076229049
2018-09-10	0.0140679999051
2018-09-11	-0.287404525779
2018-09-12	-0.210553464528
2018-09-13	-0.177738792397
2018-09-14	-0.242468900157
2018-09-15	-0.257943502711
2018-09-16	-0.208623857692
2018-09-17	-0.297034772834
2018-09-18	-0.327603108609
2018-09-19	-0.25465797195
2018-09-20	-0.253944473289
2018-09-21	-0.246102585841
2018-09-22	-0.250946541449
2018-09-23	-0.246543481932
2018-09-24	-0.218689351197
2018-09-25	-0.136576433471
2018-09-26	-0.237222230717
2018-09-27	-0.282172055595
2018-09-28	-0.246409677756
2018-09-29	-0.350653292332
2018-09-30	-0.429082144047
2018-10-01	-0.433627351602
2018-10-02	-0.587738409961
2018-10-03	-0.655037287029
2018-10-04	-0.562899622094
2018-10-05	-0.655952182259
2018-10-06	-0.559335351417
2018-10-07	-0.506085344593
2018-10-08	-0.634530213102
2018-10-09	-0.74225886755
2018-10-10	-0.68981171751
2018-10-11	-0.733589714603
2018-10-12	-0.788189851197
2018-10-13	-0.992396581303
2018-10-14	-1.28307500282
2018-10-15	-1.23965878183
2018-10-16	-1.02057706946
2018-10-17	-1.13045226305
2018-10-18	-1.06309802471
2018-10-19	-1.06548518105
2018-10-20	-0.823549054828
2018-10-21	-0.603855175625
2018-10-22	-0.552744445281
2018-10-23	-0.809814073031
2018-10-24	-0.798827305586
2018-10-25	-0.987515036054
2018-10-26	-0.912484395802
2018-10-27	-1.10821660243
2018-10-28	-1.16276987786
2018-10-29	-1.18783112593
2018-10-30	-1.03704071068
2018-10-31	-0.91407903447
2018-11-01	-1.00492662528
2018-11-02	-1.06741817335
2018-11-03	-0.940085323045
2018-11-04	-1.00528679622
2018-11-05	-0.938716934831
2018-11-06	-0.886923420464
2018-11-07	-0.917864687211
2018-11-08	-0.83088614472
2018-11-09	-0.825235115361
2018-11-10	-0.950967926748
2018-11-11	-0.8910718972
2018-11-12	-1.03634064099
2018-11-13	-1.09532484765
2018-11-14	-1.2539986176
2018-11-15	-1.2501945233
2018-11-16	-1.11041329378
2018-11-17	-0.8667097554
2018-11-18	-0.783593455066
2018-11-19	-0.601510193003
2018-11-20	-0.582757316579
2018-11-21	-0.235249861268
2018-11-22	-0.174518768287
2018-11-23	-0.350347230055
2018-11-24	-0.634443981116
2018-11-25	-0.716713430948
2018-11-26	-0.810693722165
2018-11-27	-0.833186395619
2018-11-28	-0.925212309654
2018-11-29	-0.884776528214
2018-11-30	-0.941938975122
2018-12-01	-0.944533623946
2018-12-02	-0.834996892377
2018-12-03	-0.819928203479
2018-12-04	-0.777649175813
2018-12-05	-0.865769478778
2018-12-06	-0.862248270836
2018-12-07	-0.721316641867
2018-12-08	-0.990471377416
2018-12-09	-1.06402415014
2018-12-10	-1.11662287878
2018-12-11	-1.20014927961
2018-12-12	-1.31149889277
2018-12-13	-1.41986721327
2018-12-14	-1.52486440356
2018-12-15	-0.915930912918
2018-12-16	-0.994330719658
2018-12-17	-0.983139114791
2018-12-18	-0.921453415617
2018-12-19	-0.828058128253
2018-12-20	-0.676323200805
2018-12-21	-0.644901221864
2018-12-22	-1.05821800721
2018-12-23	-0.947886355468
2018-12-24	-1.07142458196
2018-12-25	-1.20150200099
2018-12-26	-1.20364663765
2018-12-27	-1.30440434424
2018-12-28	-1.30790652765
2018-12-29	-1.01739534596
2018-12-30	-1.01895567084
2018-12-31	-0.913324492984
2019-01-01	-0.985417461061
2019-01-02	-1.12869039603
2019-01-03	-1.17815371058
2019-01-04	-1.16995278993
2019-01-05	-1.12364534961
2019-01-06	-0.999574669718
2019-01-07	-0.988376742187
2019-01-08	-0.904674175513
2019-01-09	-0.787758321841
2019-01-10	-0.656103691036
2019-01-11	-0.518681864527
2019-01-12	-0.730581949538
2019-01-13	-1.06321388248
2019-01-14	-1.12530390331
2019-01-15	-0.972397036881
2019-01-16	-1.04677600451
2019-01-17	-1.21723919938
2019-01-18	-1.47695724335
2019-01-19	-1.09703684147
2019-01-20	-0.938303391549
2019-01-21	-0.956406407476
2019-01-22	-1.05393377857
2019-01-23	-1.022794334
2019-01-24	-1.01657399537
2019-01-25	-0.975513104491
2019-01-26	-1.24078963576
2019-01-27	-1.29998601598
2019-01-28	-1.23500516541
2019-01-29	-1.18233269129
2019-01-30	-1.32777926723
2019-01-31	-1.30752580709
2019-02-01	-1.17534416889
2019-02-02	-0.942439291416
2019-02-03	-0.817882658027
2019-02-04	-0.916356557543
2019-02-05	-1.03213771346
2019-02-06	-1.01869084929
2019-02-07	-1.13462409324
2019-02-08	-1.32830303598
2019-02-09	-1.51824791628
2019-02-10	-1.71374453859
2019-02-11	-1.51292424433
2019-02-12	-1.37483998506
2019-02-13	-1.32882916102
2019-02-14	-1.24302061584
2019-02-15	-1.02380227497
2019-02-16	-0.948020297976
2019-02-17	-0.675395559554
2019-02-18	-0.646084136044
2019-02-19	-0.652488841877
2019-02-20	-0.511647724081
2019-02-21	-0.315905257197
2019-02-22	-0.421108765695
2019-02-23	-0.469389079289
2019-02-24	-0.664104899659
2019-02-25	-0.700211390282
2019-02-26	-0.755099063602
2019-02-27	-0.769768470248
2019-02-28	-0.860634600395
2019-03-01	-0.846436041759
2019-03-02	-0.832888525493
2019-03-03	-0.747621728889
2019-03-04	-0.800653354151
2019-03-05	-0.842819331821
2019-03-06	-0.839177256096
2019-03-07	-0.972088737164
2019-03-08	-0.959565548202
2019-03-09	-1.16336353512
2019-03-10	-1.22920765152
2019-03-11	-1.26568973679
2019-03-12	-1.22369654701
2019-03-13	-1.29764246844
2019-03-14	-1.12359506582
2019-03-15	-1.08196579196
2019-03-16	-0.811637265083
2019-03-17	-0.736968456329
2019-03-18	-0.690749218698
2019-03-19	-0.777443762139
2019-03-20	-0.731890479112
2019-03-21	-0.798717048405
2019-03-22	-0.751839995435
2019-03-23	-1.15432788766
2019-03-24	-1.00389196085
2019-03-25	-1.00270379554
2019-03-26	-0.788056175622
2019-03-27	-0.762575350355
2019-03-28	-0.761822309717
2019-03-29	-0.800649953328
2019-03-30	-0.446003177258
2019-03-31	-0.739892833879
2019-04-01	-0.762954997212
2019-04-02	-0.911572325899
2019-04-03	-0.880470421835
2019-04-04	-0.787654010584
2019-04-05	-0.763499978954
2019-04-06	-0.53131430194
2019-04-07	-0.354523566755
2019-04-08	-0.344146631414
2019-04-09	-0.274215302917
2019-04-10	-0.365525153009
2019-04-11	-0.440627400142
2019-04-12	-0.522223530683
2019-04-13	-0.768687346525
2019-04-14	-0.857516290468
2019-04-15	-0.783620163137
2019-04-16	-0.68768884694
2019-04-17	-0.625631282854
2019-04-18	-0.622746758315
2019-04-19	-0.62594504206
2019-04-20	-0.943904617662
2019-04-21	-0.675217775082
2019-04-22	-0.643959707604
2019-04-23	-0.761953379725
2019-04-24	-0.759920733592
2019-04-25	-0.632316047575
2019-04-26	-0.680338336969
2019-04-27	-0.73886724985
2019-04-28	-0.939272597564
2019-04-29	-1.07599427745
2019-04-30	-1.06697889486
2019-05-01	-1.11687498487
2019-05-02	-1.12450625789
2019-05-03	-1.10346393233
2019-05-04	-0.534921044027
2019-05-05	-0.611271873073
2019-05-06	-0.301852001979
2019-05-07	-0.183498395163
2019-05-08	-0.0201304858896
2019-05-09	-0.125628692863
2019-05-10	-0.214033180875
2019-05-11	-0.938899224148
2019-05-12	-0.887843261214
2019-05-13	-1.13448698401
2019-05-14	-1.24704540209
2019-05-15	-1.4337850821
2019-05-16	-1.45050687467
2019-05-17	-1.35411451148
2019-05-18	-0.835699072307
2019-05-19	-1.13015088582
2019-05-20	-1.08711322521
2019-05-21	-0.962681086194
2019-05-22	-0.886415405463
2019-05-23	-0.927124785689
2019-05-24	-0.857932849703
2019-05-25	-0.95300375792
2019-05-26	-0.694283968072
2019-05-27	-0.928959683154
2019-05-28	-1.05018909588
2019-05-29	-1.19056426892
2019-05-30	-1.23015985553
2019-05-31	-1.31454984981
2019-06-01	-1.46142255729
2019-06-02	-1.54421133112
2019-06-03	-1.38826653215
2019-06-04	-1.42732678086
2019-06-05	-1.27909681408
2019-06-06	-1.17517397364
2019-06-07	-1.12017387612
2019-06-08	-1.06945733025
2019-06-09	-0.890450318215
2019-06-10	-0.897817834703
2019-06-11	-0.956859846068
2019-06-12	-0.960926812904
2019-06-13	-1.078564835
2019-06-14	-1.12500025737
2019-06-15	-0.874690506142
2019-06-16	-1.01851712674
2019-06-17	-1.03119612343
2019-06-18	-0.884489749463
2019-06-19	-0.936280112345
2019-06-20	-0.807613437004
2019-06-21	-0.794501127989
2019-06-22	-0.915554207973
2019-06-23	-0.80534740063
2019-06-24	-0.839070146789
2019-06-25	-0.946453923327
2019-06-26	-0.878045409036
2019-06-27	-0.992095443246
2019-06-28	-1.04276219944
2019-06-29	-1.09929664078
2019-06-30	-1.2498603868
2019-07-01	-1.18962687488
2019-07-02	-1.13448922367
2019-07-03	-1.22030511439
2019-07-04	-1.15073557129
2019-07-05	-1.10317753991
2019-07-06	-0.95098338981
2019-07-07	-0.803951143219
2019-07-08	-0.916604983129
2019-07-09	-0.983803099429
2019-07-10	-0.86880596391
2019-07-11	-0.905908833197
2019-07-12	-0.92118046427
2019-07-13	-0.956934925647
2019-07-14	-1.20499517262
2019-07-15	-1.1040138918
2019-07-16	-1.07490943077
2019-07-17	-1.15978587786
2019-07-18	-1.15174151486
2019-07-19	-1.08395625591
