Date	NorgesBank Excess Sentiment
2019-09-15	-1.64378113814
2019-09-16	-1.48574530273
2019-09-17	-1.83509382264
2019-09-18	-2.47306119532
2019-09-19	-2.28702916744
2019-09-20	-2.25762877865
2019-09-21	-2.03830340142
2019-09-22	-1.93983211618
2019-09-23	-2.43988426782
2019-09-24	-2.42769950306
2019-09-25	-1.95678540614
2019-09-26	-2.09127739924
2019-09-27	-2.29324610612
2019-09-28	-2.14043782313
2019-09-29	-0.996010498568
2019-09-30	0.0166120443667
2019-10-01	1.0974326621
2019-10-02	1.14095462049
2019-10-03	4.29429801399
2019-10-04	4.30445445202
2019-10-05	4.27908475799
2019-10-06	3.4859300335
